fps_id,fps_name,district,district_code,state,year,month,month_name,scraped_at_utc,total_etransactions,aadhaar_authenticated,other_mode_authenticated,non_authenticated,aadhaar_authenticated_pct,phh_regular_txn,phh_intra_state_txn,phh_inter_state_txn,phh_total_txn,aay_regular_txn,aay_intra_state_txn,aay_inter_state_txn,aay_total_txn,phh_regular_ration_card,phh_intra_state_ration_card,phh_inter_state_ration_card,phh_total_ration_card,aay_regular_ration_card,aay_intra_state_ration_card,aay_inter_state_ration_card,aay_total_ration_card,wheat_regular_kg,wheat_intra_state_kg,wheat_inter_state_kg,wheat_total_kg,rice_regular_kg,rice_intra_state_kg,rice_inter_state_kg,rice_total_kg,fortified_rice_regular_kg,fortified_rice_intra_state_kg,fortified_rice_inter_state_kg,fortified_rice_total_kg,coarse_grains_regular_kg,coarse_grains_intra_state_kg,coarse_grains_inter_state_kg,coarse_grains_total_kg,barley_regular_kg,barley_intra_state_kg,barley_inter_state_kg,barley_total_kg,bajra_regular_kg,bajra_intra_state_kg,bajra_inter_state_kg,bajra_total_kg,maize_regular_kg,maize_intra_state_kg,maize_inter_state_kg,maize_total_kg,jowar_regular_kg,jowar_intra_state_kg,jowar_inter_state_kg,jowar_total_kg,ragi_regular_kg,ragi_intra_state_kg,ragi_inter_state_kg,ragi_total_kg,kodo_regular_kg,kodo_intra_state_kg,kodo_inter_state_kg,kodo_total_kg,all_commodities_regular_kg,all_commodities_intra_state_kg,all_commodities_inter_state_kg,all_commodities_total_kg,quality_flags
158500600082,AJAY A PAI-28 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:49+00:00,86,86,0,0,100.0,84,1,0,85,1,0,0,1,84,1,0,85,1,0,0,1,0,0,0,0.0,1360,5,0,1365.0,1.36,0.005,0,1.365,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1360,5,0,1365.0,
158500600083,Smt. Roshan V. Natekar-37 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:50+00:00,31,31,0,0,100.0,24,4,2,30,1,0,0,1,24,4,2,30,1,0,0,1,0,0,0,0.0,405,45,35,485.0,0.405,0.045,0.035,0.485,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,405,45,35,485.0,
158500600084,DAMODAR R HOBLE-4 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:50+00:00,51,51,0,0,100.0,43,0,3,46,3,0,2,5,43,0,3,46,3,0,2,5,0,0,0,0.0,790,0,125,915.0,0.79,0,0.125,0.915,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,790,0,125,915.0,
158500600086,REENA PILANKAR-8 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:50+00:00,109,109,0,0,100.0,42,20,42,104,0,0,5,5,42,20,42,104,0,0,5,5,0,0,0,0.0,875,375,1056,2306.0,0.875,0.375,1.056,2.306,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,875,375,1056,2306.0,
158500600087,JANATA CONSUMER CO OP STY-9 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:51+00:00,50,50,0,0,100.0,38,1,7,46,3,0,1,4,38,1,7,46,3,0,1,4,0,0,0,0.0,760,30,175,965.0,0.76,0.03,0.175,0.965,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,760,30,175,965.0,
158500600088,KRISHNA V KUDNEKAR-10 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:51+00:00,151,151,0,0,100.0,90,1,54,145,0,0,6,6,89,1,54,144,0,0,6,6,0,0,0,0.0,1775,15,1300,3090.0,1.775,0.015,1.3,3.09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1775,15,1300,3090.0,
158500600090,LAVU RAGHUVIR HOBLE-15 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:52+00:00,68,68,0,0,100.0,54,9,0,63,5,0,0,5,54,9,0,63,5,0,0,5,0,0,0,0.0,1300,160,0,1460.0,1.3,0.16,0,1.46,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1300,160,0,1460.0,
158500600091,RUKMA R.P MHAMBREY-13 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:52+00:00,105,105,0,0,100.0,92,3,7,102,3,0,0,3,92,3,7,102,3,0,0,3,0,0,0,0.0,1610,55,145,1810.0,1.61,0.055,0.145,1.81,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1610,55,145,1810.0,
158500600092,RADHAKRISHNA STORES-16 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:52+00:00,289,289,0,0,100.0,240,9,27,276,11,0,2,13,240,9,26,275,11,0,2,13,0,0,0,0.0,6165,210,555,6930.0,6.165,0.21,0.555,6.93,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6165,210,555,6930.0,
158500600093,SANDEEP S BHONSULE-17 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:53+00:00,24,24,0,0,100.0,2,17,0,19,5,0,0,5,2,17,0,19,5,0,0,5,0,0,0,0.0,195,395,0,590.0,0.195,0.395,0,0.59,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,195,395,0,590.0,
158500600094,NILKANTH P PALEKAR-19 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:53+00:00,353,353,0,0,100.0,163,14,157,334,3,0,16,19,163,14,157,334,3,0,16,19,0,0,0,0.0,3165,270,3805,7240.0,3.165,0.27,3.805,7.24,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3165,270,3805,7240.0,
158500600095,VASUDEV V KAMAT-30 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:54+00:00,116,116,0,0,100.0,97,0,1,98,18,0,0,18,97,0,1,98,18,0,0,18,0,0,0,0.0,2395,0,20,2415.0,2.395,0,0.02,2.415,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2395,0,20,2415.0,
158500600096,NARESH V SHIRODKAR-31 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:54+00:00,58,58,0,0,100.0,54,0,0,54,4,0,0,4,54,0,0,54,4,0,0,4,0,0,0,0.0,975,0,0,975.0,0.975,0,0,0.975,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,975,0,0,975.0,
158500600097,R M DHOND-32 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:55+00:00,19,19,0,0,100.0,18,0,0,18,1,0,0,1,18,0,0,18,1,0,0,1,0,0,0,0.0,275,0,0,275.0,0.275,0,0,0.275,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,275,0,0,275.0,
158500600098,GULABI PRABHAKAR NAIK-33 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:55+00:00,83,83,0,0,100.0,80,1,0,81,2,0,0,2,80,1,0,81,2,0,0,2,0,0,0,0.0,1410,10,0,1420.0,1.41,0.01,0,1.42,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1410,10,0,1420.0,
158500600100,R K BANDODKAR-41 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:55+00:00,100,100,0,0,100.0,90,4,2,96,3,0,1,4,90,4,2,96,3,0,1,4,0,0,0,0.0,1630,60,75,1765.0,1.63,0.06,0.075,1.765,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1630,60,75,1765.0,
158500600102,S S VAINGANKAR-53 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:56+00:00,14,14,0,0,100.0,13,0,1,14,0,0,0,0,13,0,1,14,0,0,0,0,0,0,0,0.0,200,0,20,220.0,0.2,0,0.02,0.22,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,200,0,20,220.0,
158500600105,PRAKASH U NAIK-75 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:56+00:00,6,6,0,0,100.0,0,6,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0.0,0,125,0,125.0,0,0.125,0,0.125,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,125,0,125.0,
158500600107,AQSHI V K S STY-20 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:56+00:00,160,160,0,0,100.0,131,0,16,147,12,0,1,13,131,0,16,147,12,0,1,13,0,0,0,0.0,2815,0,320,3135.0,2.815,0,0.32,3.135,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2815,0,320,3135.0,
158500600549,ULHAS P PALEKAR-59 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:57+00:00,22,22,0,0,100.0,22,0,0,22,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0.0,339,0,0,339.0,0.339,0,0,0.339,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,339,0,0,339.0,
158500600551,SHELLY FERNANDES-25 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:39:57+00:00,177,177,0,0,100.0,165,3,1,169,8,0,0,8,165,3,1,169,8,0,0,8,0,0,0,0.0,3280,50,15,3345.0,3.28,0.05,0.015,3.345,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3280,50,15,3345.0,
158600100001,ASHA UTTAM FAL DESSAI-2 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T20:33:22+00:00,562,562,0,0,100.0,380,0,0,380,182,0,0,182,380,0,0,380,181,0,0,181,0,0,0,0.0,13715,0,0,13715.0,13.715,0,0,13.715,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,13715,0,0,13715.0,
158600100002,SHRI GURUDAS RAMA MAHALE-3 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T20:33:23+00:00,573,573,0,0,100.0,545,1,0,546,27,0,0,27,545,1,0,546,27,0,0,27,0,0,0,0.0,10240,10,0,10250.0,10.24,0.01,0,10.25,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,10240,10,0,10250.0,
158600100003,V.R.SHENVI-9 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:09+00:00,560,560,0,0,100.0,536,10,5,551,8,1,0,9,536,10,5,551,8,1,0,9,0,0,0,0.0,9735,225,90,10050.0,9.735,0.225,0.09,10.05,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,9735,225,90,10050.0,
158600100004,VIJOY PURUSHOTTOM NAIQUE-12 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:10+00:00,636,636,0,0,100.0,609,8,0,617,19,0,0,19,609,8,0,617,19,0,0,19,0,0,0,0.0,13595,110,0,13705.0,13.595,0.11,0,13.705,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,13595,110,0,13705.0,
158600100005,KRISHNA J VELIP-16 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:10+00:00,236,236,0,0,100.0,226,1,0,227,9,0,0,9,226,1,0,227,9,0,0,9,0,0,0,0.0,5550,30,0,5580.0,5.55,0.03,0,5.58,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5550,30,0,5580.0,
158600100006,SHRI NARAYAN M VELIP-19 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:10+00:00,1486,1486,0,0,100.0,1306,29,1,1336,149,1,0,150,1305,29,1,1335,149,1,0,150,0,0,0,0.0,32145,770,30,32945.0,32.145,0.77,0.03,32.945,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,32145,770,30,32945.0,
158600100007,VINITA FAIR PRICE SHOP-23 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:11+00:00,232,232,0,0,100.0,220,1,0,221,11,0,0,11,219,1,0,220,11,0,0,11,0,0,0,0.0,4130,15,0,4145.0,4.13,0.015,0,4.145,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4130,15,0,4145.0,
158600100008,RAMANAND N.S DALAL-24 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:11+00:00,179,179,0,0,100.0,170,0,1,171,8,0,0,8,170,0,1,171,8,0,0,8,0,0,0,0.0,3175,0,10,3185.0,3.175,0,0.01,3.185,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3175,0,10,3185.0,
158600100009,D.V.KAMAT-10 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:12+00:00,329,329,0,0,100.0,292,0,0,292,37,0,0,37,292,0,0,292,37,0,0,37,0,0,0,0.0,6425,0,0,6425.0,6.425,0,0,6.425,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6425,0,0,6425.0,
158600100010,SHASHIKALA R. SHENVI-17 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:12+00:00,655,655,0,0,100.0,610,14,0,624,31,0,0,31,610,14,0,624,31,0,0,31,0,0,0,0.0,12755,245,0,13000.0,12.755,0.245,0,13.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,12755,245,0,13000.0,
158600100011,SAYED ABDUL KHALIF-18 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:12+00:00,251,251,0,0,100.0,220,1,3,224,27,0,0,27,220,1,3,224,27,0,0,27,0,0,0,0.0,4655,5,65,4725.0,4.655,0.005,0.065,4.725,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4655,5,65,4725.0,
158600100012,CANACONA S K V SOCIETY-21 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:13+00:00,229,229,0,0,100.0,206,0,1,207,22,0,0,22,206,0,1,207,22,0,0,22,0,0,0,0.0,4585,0,16,4601.0,4.585,0,0.016,4.601,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4585,0,16,4601.0,
158600100058,SAYED ABDUL KHALIF-25 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:13+00:00,185,185,0,0,100.0,152,9,8,169,15,0,1,16,152,9,8,169,15,0,1,16,0,0,0,0.0,3240,145,220,3605.0,3.24,0.145,0.22,3.605,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3240,145,220,3605.0,
158600100059,S.S.NAIK-1 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:13+00:00,317,317,0,0,100.0,290,0,3,293,24,0,0,24,290,0,3,293,24,0,0,24,0,0,0,0.0,6140,0,75,6215.0,6.14,0,0.075,6.215,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6140,0,75,6215.0,
158600100060,NITESH KUST GAONKAR  -26 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:14+00:00,360,360,0,0,100.0,347,0,0,347,13,0,0,13,347,0,0,347,13,0,0,13,0,0,0,0.0,7365,0,0,7365.0,7.365,0,0,7.365,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7365,0,0,7365.0,
158600200001,DHARBANDODA VKSS STY LTD-4 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:14+00:00,663,663,0,0,100.0,612,3,0,615,47,1,0,48,612,3,0,615,47,1,0,48,0,0,0,0.0,13515,70,0,13585.0,13.515,0.07,0,13.585,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,13515,70,0,13585.0,
158600200002,DHARBANDODA VKSS STY LTD-10 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:14+00:00,240,240,0,0,100.0,211,4,0,215,25,0,0,25,211,3,0,214,25,0,0,25,0,0,0,0.0,5210,65,0,5275.0,5.21,0.065,0,5.275,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5210,65,0,5275.0,
158600200003,SANCORDA V K S S-7 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:15+00:00,106,106,0,0,100.0,101,0,0,101,5,0,0,5,101,0,0,101,5,0,0,5,0,0,0,0.0,1917,0,0,1917.0,1.917,0,0,1.917,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1917,0,0,1917.0,
158600200004,COLLEM.V.K.S.STY-17 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:15+00:00,737,737,0,0,100.0,713,2,0,715,22,0,0,22,713,2,0,715,22,0,0,22,0,0,0,0.0,14410,45,0,14455.0,14.41,0.045,0,14.455,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,14410,45,0,14455.0,
158600200005,M.S.TALAULICAR MINE STAFF CONS COOP SOCIETY LTD-6 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:15+00:00,257,241,0,16,93.77,247,0,0,247,10,0,0,10,247,0,0,247,10,0,0,10,0,0,0,0.0,4930,0,0,4930.0,4.93,0,0,4.93,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4930,0,0,4930.0,
158600200006,ANKITA A. DESSAI-8 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:16+00:00,161,161,0,0,100.0,158,0,0,158,3,0,0,3,158,0,0,158,3,0,0,3,0,0,0,0.0,3255,0,0,3255.0,3.255,0,0,3.255,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3255,0,0,3255.0,
158600200007,SANJIVANI SAHAKARI GRAHAK SANSTHA LTD-27 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:16+00:00,55,55,0,0,100.0,51,1,0,52,3,0,0,3,51,1,0,52,3,0,0,3,0,0,0,0.0,1055,15,0,1070.0,1.055,0.015,0,1.07,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1055,15,0,1070.0,
158600200008,SATERI V K S STY-22 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:17+00:00,528,528,0,0,100.0,488,0,0,488,40,0,0,40,486,0,0,486,40,0,0,40,0,0,0,0.0,10580,0,0,10580.0,10.58,0,0,10.58,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,10580,0,0,10580.0,
158600200025,SITABAI KAVLEKAR 14 FPS EXT.,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:17+00:00,283,283,0,0,100.0,267,12,0,279,4,0,0,4,266,12,0,278,4,0,0,4,0,0,0,0.0,5285,235,0,5520.0,5.285,0.235,0,5.52,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5285,235,0,5520.0,
158600300002,SHANTI ASHOK DEVSHEKHAR-51 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:18+00:00,55,55,0,0,100.0,54,1,0,55,0,0,0,0,54,1,0,55,0,0,0,0,0,0,0,0.0,1055,10,0,1065.0,1.055,0.01,0,1.065,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1055,10,0,1065.0,
158600300003,BERNARDETE GONSALVES-48 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:18+00:00,260,260,0,0,100.0,215,0,37,252,0,0,8,8,215,0,37,252,0,0,8,8,0,0,0,0.0,3160,0,1011,4171.0,3.16,0,1.011,4.171,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3160,0,1011,4171.0,
158600300004,SANTANO GAMA-34 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:18+00:00,187,187,0,0,100.0,185,1,1,187,0,0,0,0,185,1,1,187,0,0,0,0,0,0,0,0.0,3150,15,15,3180.0,3.15,0.015,0.015,3.18,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3150,15,15,3180.0,
158600300005,JIVRAJ T SAVARDEKAR-31 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:18+00:00,85,85,0,0,100.0,85,0,0,85,0,0,0,0,85,0,0,85,0,0,0,0,0,0,0,0.0,1855,0,0,1855.0,1.855,0,0,1.855,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1855,0,0,1855.0,
158600300006,JULIA DIAS-25 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:19+00:00,69,69,0,0,100.0,69,0,0,69,0,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0.0,1470,0,0,1470.0,1.47,0,0,1.47,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1470,0,0,1470.0,
158600300007,SANCOALE CHICALIM SERVICE CO OPERATIVE SOCIETY LTD-17 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:19+00:00,229,229,0,0,100.0,229,0,0,229,0,0,0,0,229,0,0,229,0,0,0,0,0,0,0,0.0,4255,0,0,4255.0,4.255,0,0,4.255,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4255,0,0,4255.0,
158600300008,"CANSAULIM,AROSSIM,CUELIM SERVICE CO OP STY-16 FPS",SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:19+00:00,196,196,0,0,100.0,186,0,6,192,0,0,4,4,186,0,6,192,0,0,4,4,0,0,0,0.0,2635,0,235,2870.0,2.635,0,0.235,2.87,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2635,0,235,2870.0,
158600300009,SAMPADA M P DESAI-55 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:20+00:00,20,20,0,0,100.0,3,17,0,20,0,0,0,0,3,17,0,20,0,0,0,0,0,0,0,0.0,50,290,0,340.0,0.05,0.29,0,0.34,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,50,290,0,340.0,
158600300010,SAGAR VENGURLEKAR-54 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:20+00:00,63,63,0,0,100.0,56,0,6,62,0,0,1,1,56,0,6,62,0,0,1,1,0,0,0,0.0,1125,0,122,1247.0,1.125,0,0.122,1.247,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1125,0,122,1247.0,
158600300011,ROSHAN V CHARI-53 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:20+00:00,43,43,0,0,100.0,43,0,0,43,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0.0,810,0,0,810.0,0.81,0,0,0.81,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,810,0,0,810.0,
158600300012,CHANDRASHEKHAR PEDNEKAR-50 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:21+00:00,114,114,0,0,100.0,72,14,25,111,0,0,3,3,72,14,25,111,0,0,3,3,0,0,0,0.0,1420,335,568,2323.0,1.42,0.335,0.568,2.323,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1420,335,568,2323.0,
158600300013,VINAYAK DEVSHEKAR-47 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:21+00:00,159,159,0,0,100.0,99,23,30,152,0,0,7,7,99,23,30,152,0,0,7,7,0,0,0,0.0,2220,465,732,3417.0,2.22,0.465,0.732,3.417,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2220,465,732,3417.0,
158600300014,PRAKASH V. NAIK-46 FPS,SOUTH GOA,586,GOA,2026,3,March,2026-08-04T21:40:22+00:00,44,44,0,0,100.0,14,30,0,44,0,0,0,0,14,30,0,44,0,0,0,0,0,0,0,0.0,300,760,0,1060.0,0.3,0.76,0,1.06,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,300,760,0,1060.0,
